         375   1169.86792       11.5695868    
         376   1111.04956       11.1126146    
         377   1057.02478       10.6944599    
         378   1006.61804       10.3050861    
         379   959.528870       9.94135666    
         380   915.474182       9.60036182    
         381   874.761169       9.28388023    
         382   837.041870       8.98875332    
         383   800.989258       8.70417309    
         384   767.451904       8.43649960    
         385   736.166626       8.18352032    
         386   706.036804       7.93619919    
         387   677.802551       7.70050955    
         388   651.270813       7.47499371    
         389   625.519897       7.25184298    
         390   601.575134       7.04011965    
         391   578.215454       6.82925463    
         392   556.068848       6.62507486    
         393   534.704163       6.42389679    
         394   514.059082       6.22535133    
         395   494.381348       6.03215647    
         396   475.302460       5.84103298    
         397   456.782959       5.65184355    
         398   439.066010       5.46741772    
         399   421.830048       5.28475237    
         400   405.314514       5.10671282    
         401   388.967377       4.92760181    
         402   373.291626       4.75317669    
         403   358.011719       4.58067560    
         404   343.354767       4.41294575    
         405   329.063568       4.24731302    
         406   315.132080       4.08391190    
         407   301.775726       3.92550611    
         408   288.546051       3.76695943    
         409   275.874542       3.61361313    
         410   263.743073       3.46547747    
         411   251.739426       3.31766820    
         412   240.263321       3.17524219    
         413   229.298157       3.03816962    
         414   218.465393       2.90184069    
         415   208.132401       2.77097869    
         416   198.112564       2.64334249    
         417   188.405472       2.51901436    
         418   179.169861       2.40012884    
         419   170.234924       2.28457499    
         420   161.599365       2.17240596    
         421   153.261734       2.06366467    
         422   145.358673       1.96020103    
         423   137.739151       1.86010015    
         424   130.400696       1.76337552    
         425   123.464035       1.67166829    
         426   116.792511       1.58321798    
         427   110.382713       1.49801278    
         428   104.230812       1.41603339    
         429   98.4376984       1.33865762    
         430   92.7844315       1.26298654    
         431   87.4720459       1.19173419    
         432   82.4828186       1.12469184    
         433   77.6235504       1.05928135    
         434   73.0692596      0.997875094    
         435   68.7228012      0.939181447    
         436   64.5788879      0.883142292    
         437   60.7047768      0.830681264    
         438   57.0152054      0.780656874    
         439   53.5048180      0.733005583    
         440   50.1682129      0.687663078    
         441   46.9999161      0.644562602    
         442   44.0506668      0.604402959    
         443   41.2527618      0.566269338    
         444   38.6009483      0.530095518    
         445   36.0899849      0.495815307    
         446   33.7599373      0.463980854    
         447   31.5553474      0.433839083    
         448   29.4713650      0.405327022    
         449   27.5031757      0.378382146    
         450   25.6821289      0.353436768    
         451   23.9293041      0.329412490    
         452   22.3104095      0.307211906    
         453   20.8153343      0.286699206    
         454   19.3776951      0.266965300    
         455   18.0522861      0.248763904    
         456   16.7799606      0.231284082    
         457   15.6089582      0.215189829    
         458   14.5311747      0.200371295    
         459   13.4973650      0.186152324    
         460   12.5474043      0.173082292    
         461   11.6376829      0.160561889    
         462   10.8203011      0.149308994    
         463   10.0373631      0.138527244    
         464   9.30446053      0.128431812    
         465   8.63305569      0.119181126    
         466   8.00464439      0.110520758    
         467   7.41691780      0.102419227    
         468   6.86765575       9.48463231E-02
         469   6.35473680       8.77729878E-02
         470   5.88616610       8.13100114E-02
         471   5.44858408       7.52733275E-02
         472   5.04023457       6.96389601E-02
         473   4.65944338       6.43839613E-02
         474   4.31222057       5.95914796E-02
         475   3.98127508       5.50229698E-02
         476   3.67992949       5.08624725E-02
         477   3.39926267       4.69869599E-02
         478   3.13803792       4.33794484E-02
         479   2.89507437       4.00237143E-02
         480   2.67419982       3.69727090E-02
         481   2.46869898       3.41337584E-02
         482   2.27334690       3.14347334E-02
         483   2.09610915       2.89857276E-02
         484   1.93522406       2.67624576E-02
         485   1.78223729       2.46481560E-02
         486   1.64353991       2.27311701E-02
         487   1.51182127       2.09104884E-02
         488   1.39255702       1.92618333E-02
         489   1.28196836       1.77329872E-02
         490   1.18183744       1.63486190E-02
         491   1.08675361       1.50339436E-02
         492   1.00076604       1.38449557E-02
         493  0.919210911       1.27171930E-02
         494  0.845546126       1.16984770E-02
         495  0.778961182       1.07776178E-02
         496  0.715764403       9.90357064E-03
         497  0.657336295       9.09543503E-03
         498  0.604614973       8.36619455E-03
         499  0.555833101       7.69141689E-03
         500  0.510722280       7.06738885E-03
         501  0.469028652       6.49060961E-03
         502  0.430515379       5.95780229E-03
         503  0.394959539       5.46588888E-03
         504  0.362940073       5.02288761E-03
         505  0.332623631       4.60343249E-03
         506  0.305352360       4.22609737E-03
         507  0.280178547       3.87777155E-03
         508  0.257525563       3.56431631E-03
         509  0.236064479       3.26734479E-03
         510  0.216284946       2.99363467E-03
         511  0.198513523       2.74770684E-03
         512  0.182116881       2.52079708E-03
         513  0.166996300       2.31154123E-03
         514  0.153059244       2.11865944E-03
         515  0.140219584       1.94096158E-03
